epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.06312581896781921,0.0010000000474974513,3.568753957748413,0.06434782594442368,3.0127060413360596
1,0.05267740413546562,0.0010000000474974513,3.3535382747650146,0.059130433946847916,2.9852843284606934
2,0.05703090876340866,0.0010000000474974513,3.2746963500976562,0.06608695536851883,2.975969076156616
3,0.0613844133913517,0.0010000000474974513,3.2030680179595947,0.053913041949272156,2.941366195678711
4,0.05050065368413925,0.0010000000474974513,3.1836860179901123,0.10260869562625885,2.918555736541748
5,0.058772310614585876,0.0010000000474974513,3.1185364723205566,0.0747826099395752,2.902379035949707
6,0.051806703209877014,0.0010000000474974513,3.0851221084594727,0.059130433946847916,2.905518054962158
7,0.06007836386561394,0.0010000000474974513,3.0610222816467285,0.09913043677806854,2.8725173473358154
8,0.06747931987047195,0.0010000000474974513,3.0294036865234375,0.11304347962141037,2.8770880699157715
9,0.06443186849355698,0.0010000000474974513,3.0272843837738037,0.09739130735397339,2.866527795791626
10,0.060949064791202545,0.0010000000474974513,2.996962785720825,0.08695652335882187,2.85652494430542
11,0.06051371246576309,0.0010000000474974513,2.975186347961426,0.08347826451063156,2.8303308486938477
12,0.06617327034473419,0.0010000000474974513,2.960209608078003,0.09913043677806854,2.8207600116729736
13,0.0613844133913517,0.0010000000474974513,2.949165105819702,0.0747826099395752,2.801053285598755
14,0.06051371246576309,0.0010000000474974513,2.956468343734741,0.06434782594442368,2.7891392707824707
15,0.058772310614585876,0.0010000000474974513,2.935786247253418,0.1008695662021637,2.800647497177124
16,0.056595560163259506,0.0010000000474974513,2.9041268825531006,0.09565217047929764,2.7746121883392334
17,0.07923378050327301,0.0010000000474974513,2.9071013927459717,0.09043478220701218,2.7661032676696777
18,0.06007836386561394,0.0010000000474974513,2.9045844078063965,0.10260869562625885,2.752704620361328
19,0.07183282822370529,0.0010000000474974513,2.9011943340301514,0.09913043677806854,2.7564797401428223
20,0.08097518235445023,0.0010000000474974513,2.8921077251434326,0.0747826099395752,2.7500462532043457
21,0.07705703377723694,0.0010000000474974513,2.8810200691223145,0.13565216958522797,2.7389888763427734
22,0.07226817309856415,0.0010000000474974513,2.8902587890625,0.10608695447444916,2.7502851486206055
23,0.08576404303312302,0.0010000000474974513,2.8779101371765137,0.08869565278291702,2.749251365661621
24,0.07226817309856415,0.0010000000474974513,2.879025459289551,0.11999999731779099,2.7462515830993652
25,0.07052677124738693,0.0010000000474974513,2.881929397583008,0.11130435019731522,2.76145339012146
26,0.06878536939620972,0.0010000000474974513,2.8709020614624023,0.11999999731779099,2.7315938472747803
27,0.07488027960062027,0.0010000000474974513,2.869349956512451,0.13217391073703766,2.7293944358825684
28,0.07183282822370529,0.0010000000474974513,2.853956937789917,0.10782608389854431,2.73591947555542
29,0.0783630833029747,0.0010000000474974513,2.862889289855957,0.11304347962141037,2.7252724170684814
30,0.0727035254240036,0.0010000000474974513,2.8504068851470947,0.07999999821186066,2.698904037475586
31,0.0831519365310669,0.0010000000474974513,2.862572193145752,0.11652173846960068,2.7207419872283936
32,0.06922072172164917,0.0010000000474974513,2.862468719482422,0.12173912674188614,2.6933605670928955
33,0.07705703377723694,0.0010000000474974513,2.8429646492004395,0.10782608389854431,2.702615976333618
34,0.08532869070768356,0.0010000000474974513,2.8482131958007812,0.10260869562625885,2.704587697982788
35,0.07575097680091858,0.0010000000474974513,2.8538451194763184,0.10956522077322006,2.702357292175293
36,0.08489333838224411,0.0010000000474974513,2.842984914779663,0.1304347813129425,2.6798479557037354
37,0.07618632912635803,0.0010000000474974513,2.838932752609253,0.14086955785751343,2.68326473236084
38,0.07313887774944305,0.0010000000474974513,2.843229055404663,0.11826086789369583,2.687919855117798
39,0.08576404303312302,0.0010000000474974513,2.8516476154327393,0.12173912674188614,2.6880555152893066
40,0.0783630833029747,0.0010000000474974513,2.83738112449646,0.13217391073703766,2.692131757736206
41,0.07488027960062027,0.0010000000474974513,2.8415229320526123,0.09913043677806854,2.690549373626709
42,0.07966913282871246,0.0005000000237487257,2.839860677719116,0.09391304105520248,2.694161891937256
43,0.08707009255886078,0.0005000000237487257,2.8142192363739014,0.07304348051548004,2.71086049079895
44,0.08097518235445023,0.0005000000237487257,2.8224565982818604,0.10608695447444916,2.708739995956421
45,0.07444492727518082,0.0005000000237487257,2.819746732711792,0.10608695447444916,2.6957101821899414
46,0.07966913282871246,0.0005000000237487257,2.8258416652679443,0.12869565188884735,2.680375814437866
